level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	87	1	1	0	198	1236	378	24	-1	
5	1	87	1	1	1	198	1236	152	24	96.457703	EXAMPLE
5	1	87	1	1	2	362	1236	43	24	96.914688	OF
5	1	87	1	1	3	418	1236	158	24	95.896881	PLACARD:
2	1	88	0	0	0	729	1267	330	28	-1	
3	1	88	1	0	0	729	1267	330	28	-1	
4	1	88	1	1	0	729	1267	330	28	-1	
5	1	88	1	1	1	729	1267	229	28	91.825867	TITLE(ENGLISH)
5	1	88	1	1	2	977	1267	48	28	96.587517	[GN
5	1	88	1	1	3	1037	1267	22	28	96.745087	8]
2	1	89	0	0	0	1829	1265	145	32	-1	
3	1	89	1	0	0	1829	1265	145	32	-1	
4	1	89	1	1	0	1829	1265	145	32	-1	
5	1	89	1	1	1	1829	1265	145	32	96.480537	NOTES:
2	1	90	0	0	0	1251	1287	353	24	-1	
3	1	90	1	0	0	1251	1287	353	24	-1	
4	1	90	1	1	0	1251	1287	353	24	-1	
5	1	90	1	1	1	1251	1287	87	24	96.567932	FONT
5	1	90	1	1	2	1351	1287	134	24	95.811768	DETAILS
5	1	90	1	1	3	1495	1287	109	24	95.811768	TABLE:
2	1	91	0	0	0	1659	1288	80	26	-1	
3	1	91	1	0	0	1659	1288	80	26	-1	
4	1	91	1	1	0	1659	1288	80	26	-1	
5	1	91	1	1	1	1659	1288	47	26	95.626495	[GN
5	1	91	1	1	2	1717	1288	22	26	96.863930	8]
2	1	92	0	0	0	414	1318	10	26	-1	
3	1	92	1	0	0	414	1318	10	26	-1	
4	1	92	1	1	0	414	1318	10	26	-1	
5	1	92	1	1	1	414	1318	10	26	56.773849	ij
2	1	93	0	0	0	724	1334	144	22	-1	
3	1	93	1	0	0	724	1334	144	22	-1	
4	1	93	1	1	0	724	1334	144	22	-1	
5	1	93	1	1	1	724	1334	69	22	96.455200	TRIM
5	1	93	1	1	2	806	1334	62	22	96.455200	LINE
2	1	94	0	0	0	272	1343	256	22	-1	
3	1	94	1	0	0	272	1343	256	22	-1	
4	1	94	1	1	0	272	1343	256	22	-1	
5	1	94	1	1	1	272	1343	256	22	43.870831	XXXXXXXXKXXXXKK
2	1	95	0	0	0	1140	1347	144	24	-1	
3	1	95	1	0	0	1140	1347	144	24	-1	
4	1	95	1	1	0	1140	1347	144	24	-1	
5	1	95	1	1	1	1140	1347	87	24	96.225098	FONT
5	1	95	1	1	2	1239	1347	45	24	96.971527	No.
2	1	96	0	0	0	1421	1347	180	24	-1	
3	1	96	1	0	0	1421	1347	180	24	-1	
4	1	96	1	1	0	1421	1347	180	24	-1	
5	1	96	1	1	1	1421	1347	86	24	96.888474	FONT
5	1	96	1	1	2	1517	1347	84	24	96.426819	TYPE
2	1	97	0	0	0	1914	1340	1627	25	-1	
3	1	97	1	0	0	1914	1340	1627	25	-1	
4	1	97	1	1	0	1914	1340	1627	25	-1	
5	1	97	1	1	1	1914	1340	27	25	94.856079	IF
5	1	97	1	1	2	1951	1340	188	25	96.032249	APPROVED
5	1	97	1	1	3	2153	1340	88	25	95.925888	DATA
5	1	97	1	1	4	2252	1340	132	25	95.925888	STARTS
5	1	97	1	1	5	2394	1340	84	25	95.310608	WITH
5	1	97	1	1	6	2492	1340	128	25	92.683739	LETTER
5	1	97	1	1	7	2631	1340	46	25	77.970169	“G’
5	1	97	1	1	8	2692	1340	26	25	96.583679	IT
5	1	97	1	1	9	2732	1341	28	24	92.380791	IS
5	1	97	1	1	10	2772	1340	95	25	92.239708	GCAA
5	1	97	1	1	11	2876	1340	188	25	93.070724	APPROVED
5	1	97	1	1	12	3086	1340	42	25	87.471420	“E”
5	1	97	1	1	13	3142	1340	27	25	88.443123	IT
5	1	97	1	1	14	3182	1340	28	25	82.736015	IS
5	1	97	1	1	15	3223	1340	89	25	95.880424	EASA
5	1	97	1	1	16	3321	1340	188	25	93.227051	APPROVED
5	1	97	1	1	17	3521	1341	20	24	93.178642	&
2	1	98	0	0	0	243	1392	374	18	-1	
3	1	98	1	0	0	243	1392	374	18	-1	
4	1	98	1	1	0	243	1392	374	18	-1	
5	1	98	1	1	1	243	1392	374	18	0.000000	XXXXXXXXXXXXXXXXXXXX———F
2	1	99	0	0	0	730	1388	324	28	-1	
3	1	99	1	0	0	730	1388	324	28	-1	
4	1	99	1	1	0	730	1388	324	28	-1	
5	1	99	1	1	1	730	1388	72	22	0.000000	BODY
5	1	99	1	1	2	814	1373	136	48	0.000000	(ENGLISH)
5	1	99	1	1	3	972	1388	48	28	96.473915	[GN
5	1	99	1	1	4	1032	1388	22	28	96.880943	8]
2	1	100	0	0	0	1912	1378	806	25	-1	
3	1	100	1	0	0	1912	1378	806	25	-1	
4	1	100	1	1	0	1912	1378	806	25	-1	
5	1	100	1	1	1	1912	1378	44	25	37.700504	“D’
5	1	100	1	1	2	1971	1379	26	24	94.005577	IT
5	1	100	1	1	3	2011	1379	28	24	94.828033	IS
5	1	100	1	1	4	2052	1378	87	25	96.055466	DUAL
5	1	100	1	1	5	2152	1378	154	25	93.227753	RELEASE
5	1	100	1	1	6	2319	1378	194	25	91.770432	EASA/GCAA
5	1	100	1	1	7	2522	1378	196	25	95.833069	APPROVED.
2	1	101	0	0	0	272	1423	254	18	-1	
3	1	101	1	0	0	272	1423	254	18	-1	
4	1	101	1	1	0	272	1423	254	18	-1	
5	1	101	1	1	1	272	1423	254	18	22.912415	XXXXXXXXXXXXXXXK
2	1	102	0	0	0	1325	1405	376	23	-1	
3	1	102	1	0	0	1325	1405	376	23	-1	
4	1	102	1	1	0	1325	1405	376	23	-1	
5	1	102	1	1	1	1325	1405	55	23	96.529099	Alte
5	1	102	1	1	2	1393	1405	50	23	96.319801	DIN
5	1	102	1	1	3	1459	1405	63	23	92.053200	1451
5	1	102	1	1	4	1539	1405	162	23	92.053200	Mittelschrift
2	1	103	0	0	0	1171	1396	70	60	-1	
3	1	103	1	0	0	1171	1396	70	60	-1	
4	1	103	1	1	0	1171	1396	70	60	-1	
5	1	103	1	1	1	1171	1396	70	60	10.978592	@
2	1	104	0	0	0	1820	1410	1024	65	-1	
3	1	104	1	0	0	1820	1410	1024	65	-1	
4	1	104	1	1	0	1820	1410	1024	65	-1	
5	1	104	1	1	1	1820	1410	68	65	78.211395	/»
5	1	104	1	1	2	1919	1437	112	25	95.761757	REFER
5	1	104	1	1	3	2042	1437	45	25	92.953407	TO
5	1	104	1	1	4	2098	1437	29	25	92.505417	Al
5	1	104	1	1	5	2143	1437	68	25	96.322571	FILE
5	1	104	1	1	6	2223	1437	165	25	96.443863	SUPPLIED
5	1	104	1	1	7	2401	1437	76	32	90.623222	(REF
5	1	104	1	1	8	2488	1437	356	32	89.413345	A511351610_REV--.Al)
2	1	105	0	0	0	272	1462	345	30	-1	
3	1	105	1	0	0	272	1462	345	30	-1	
4	1	105	1	1	0	272	1462	345	30	-1	
5	1	105	1	1	1	272	1462	345	30	0.000000	YYYYYYYYYYYYY=—]
2	1	106	0	0	0	727	1455	304	28	-1	
3	1	106	1	0	0	727	1455	304	28	-1	
4	1	106	1	1	0	727	1455	304	28	-1	
5	1	106	1	1	1	727	1455	203	28	90.778671	TITLE(OTHER)
5	1	106	1	1	2	949	1455	48	28	96.862350	[GN
5	1	106	1	1	3	1009	1455	22	28	93.540237	8]
2	1	107	0	0	0	1327	1481	297	23	-1	
3	1	107	1	0	0	1327	1481	297	23	-1	
4	1	107	1	1	0	1327	1481	297	23	-1	
5	1	107	1	1	1	1327	1481	121	23	91.788490	DINNext
5	1	107	1	1	2	1459	1481	35	23	96.805588	LT
5	1	107	1	1	3	1504	1481	120	23	93.085602	ARABIC
2	1	108	0	0	0	244	1493	364	47	-1	
3	1	108	1	0	0	244	1493	364	47	-1	
4	1	108	1	1	0	244	1493	364	47	-1	
5	1	108	1	1	1	244	1507	325	33	20.935608	YYYYYYYYYYYYYYYYYYY—#
5	1	108	1	1	2	597	1493	11	42	0.000000	R
2	1	109	0	0	0	733	1506	306	28	-1	
3	1	109	1	0	0	733	1506	306	28	-1	
4	1	109	1	1	0	733	1506	306	28	-1	
5	1	109	1	1	1	733	1506	205	28	92.070885	BODY(OTHER)
5	1	109	1	1	2	957	1506	49	28	96.396240	[GN
5	1	109	1	1	3	1017	1506	22	28	96.396240	8]
2	1	110	0	0	0	1171	1466	70	59	-1	
3	1	110	1	0	0	1171	1466	70	59	-1	
4	1	110	1	1	0	1171	1466	70	59	-1	
5	1	110	1	1	1	1171	1466	70	59	51.021255	2
2	1	111	0	0	0	273	1542	253	18	-1	
3	1	111	1	0	0	273	1542	253	18	-1	
4	1	111	1	1	0	273	1542	253	18	-1	
5	1	111	1	1	1	273	1542	253	18	13.732033	YYYYYYYYYYYYYYYY.
2	1	112	0	0	0	597	1545	11	18	-1	
3	1	112	1	0	0	597	1545	11	18	-1	
4	1	112	1	1	0	597	1545	11	18	-1	
5	1	112	1	1	1	597	1545	11	18	89.560654	N
2	1	113	0	0	0	597	1561	211	32	-1	
3	1	113	1	0	0	597	1561	211	32	-1	
4	1	113	1	1	0	597	1561	211	32	-1	
5	1	113	1	1	1	597	1564	123	29	3.861580	S-———
5	1	113	1	1	2	732	1561	76	22	97.010262	PART
2	1	114	0	0	0	1325	1553	245	30	-1	
3	1	114	1	0	0	1325	1553	245	30	-1	
4	1	114	1	1	0	1325	1553	245	30	-1	
5	1	114	1	1	1	1325	1553	93	23	96.590996	ARIAL
5	1	114	1	1	2	1430	1553	140	30	96.299950	(ARABIC)
2	1	115	0	0	0	732	1596	306	28	-1	
3	1	115	1	0	0	732	1596	306	28	-1	
4	1	115	1	1	0	732	1596	306	28	-1	
5	1	115	1	1	1	732	1596	135	22	96.397339	MARKING
5	1	115	1	1	2	878	1596	49	28	96.256996	[GN
5	1	115	1	1	3	938	1596	39	26	93.256042	3,5
5	1	115	1	1	4	988	1596	18	22	92.735603	&
5	1	115	1	1	5	1016	1596	22	28	96.361397	7]
2	1	116	0	0	0	292	1573	121	55	-1	
3	1	116	1	0	0	292	1573	121	55	-1	
4	1	116	1	1	0	292	1573	121	55	-1	
5	1	116	1	1	1	292	1573	121	55	0.000000	-
2	1	117	0	0	0	730	1659	108	22	-1	
3	1	117	1	0	0	730	1659	108	22	-1	
4	1	117	1	1	0	730	1659	108	22	-1	
5	1	117	1	1	1	730	1659	108	22	96.803612	RADIUS
2	1	118	0	0	0	427	1613	266	113	-1	
3	1	118	1	0	0	427	1613	292	113	-1	
4	1	118	1	1	0	427	1613	266	113	-1	
5	1	118	1	1	1	427	1613	266	113	26.791885	i
2	1	119	0	0	0	730	1711	301	28	-1	
3	1	119	1	0	0	730	1711	301	28	-1	
4	1	119	1	1	0	730	1711	301	28	-1	
5	1	119	1	1	1	730	1711	77	22	96.401573	PART
5	1	119	1	1	2	818	1711	42	22	96.847160	No.
5	1	119	1	1	3	873	1711	49	28	96.796318	[GN
5	1	119	1	1	4	933	1711	38	26	93.180801	3,5
5	1	119	1	1	5	981	1711	17	22	93.027832	&
5	1	119	1	1	6	1009	1711	22	28	96.671997	7]
2	1	120	0	0	0	728	1762	151	22	-1	
3	1	120	1	0	0	728	1762	151	22	-1	
4	1	120	1	1	0	728	1762	151	22	-1	
5	1	120	1	1	1	728	1762	151	22	96.600891	ARTWORK
2	1	121	0	0	0	730	1816	209	22	-1	
3	1	121	1	0	0	730	1816	209	22	-1	
4	1	121	1	1	0	730	1816	209	22	-1	
5	1	121	1	1	1	730	1816	209	22	96.267342	BACKGROUND
2	1	122	0	0	0	218	1899	360	24	-1	
3	1	122	1	0	0	218	1899	360	24	-1	
4	1	122	1	1	0	218	1899	360	24	-1	
5	1	122	1	1	1	218	1899	85	24	96.652809	PART
5	1	122	1	1	2	314	1899	150	24	96.297516	MARKING
5	1	122	1	1	3	475	1899	103	24	96.569649	TABLE
2	1	123	0	0	0	655	1889	236	37	-1	
3	1	123	1	0	0	655	1889	236	37	-1	
4	1	123	1	1	0	655	1889	236	37	-1	
5	1	123	1	1	1	655	1899	73	26	77.452774	[GN3]
5	1	123	1	1	2	753	1899	72	26	25.005371	[GN7]
5	1	123	1	1	3	849	1889	42	37	25.005371	A\
2	1	124	0	0	0	2649	1891	594	26	-1	
3	1	124	1	0	0	2649	1891	594	26	-1	
4	1	124	1	1	0	2649	1891	594	26	-1	
5	1	124	1	1	1	2649	1891	172	26	96.429916	DRAWING
5	1	124	1	1	2	2836	1891	144	26	96.658386	SHEETS
5	1	124	1	1	3	2994	1891	249	26	96.572800	INFORMATION
2	1	125	0	0	0	218	1963	243	20	-1	
3	1	125	1	0	0	218	1963	243	20	-1	
4	1	125	1	1	0	218	1963	243	20	-1	
5	1	125	1	1	1	218	1963	158	20	95.947495	APPROVED
5	1	125	1	1	2	388	1963	73	20	96.368690	DATA
2	1	126	0	0	0	559	1963	238	20	-1	
3	1	126	1	0	0	559	1963	238	20	-1	
4	1	126	1	1	0	559	1963	238	20	-1	
5	1	126	1	1	1	559	1963	238	20	96.570412	MANUFACTURER
2	1	127	0	0	0	871	1948	214	20	-1	
3	1	127	1	0	0	871	1948	214	20	-1	
4	1	127	1	1	0	871	1948	214	20	-1	
5	1	127	1	1	1	871	1948	74	20	95.534439	PART
5	1	127	1	1	2	956	1948	129	20	96.227646	MARKING
2	1	128	0	0	0	1165	1957	183	26	-1	
3	1	128	1	0	0	1165	1957	183	26	-1	
4	1	128	1	1	0	1165	1957	183	26	-1	
5	1	128	1	1	1	1165	1957	119	26	96.059799	SHEET
5	1	128	1	1	2	1298	1957	50	26	92.845726	No.
2	1	129	0	0	0	1392	1958	10	26	-1	
3	1	129	1	0	0	1392	1958	10	26	-1	
4	1	129	1	1	0	1392	1958	10	26	-1	
5	1	129	1	1	1	1392	1958	10	26	94.747940	4
2	1	130	0	0	0	1468	1957	17	26	-1	
3	1	130	1	0	0	1468	1957	17	26	-1	
4	1	130	1	1	0	1468	1957	17	26	-1	
5	1	130	1	1	1	1468	1957	17	26	96.673523	2
2	1	131	0	0	0	1547	1957	17	26	-1	
3	1	131	1	0	0	1547	1957	17	26	-1	
4	1	131	1	1	0	1547	1957	17	26	-1	
5	1	131	1	1	1	1547	1957	17	26	96.300911	3
2	1	132	0	0	0	1626	1957	18	26	-1	
3	1	132	1	0	0	1626	1957	18	26	-1	
4	1	132	1	1	0	1626	1957	18	26	-1	
5	1	132	1	1	1	1626	1957	18	26	95.757095	4
2	1	133	0	0	0	1698	1957	17	26	-1	
3	1	133	1	0	0	1698	1957	17	26	-1	
4	1	133	1	1	0	1698	1957	17	26	-1	
5	1	133	1	1	1	1698	1957	17	26	96.783607	5
2	1	134	0	0	0	1776	1957	17	26	-1	
3	1	134	1	0	0	1776	1957	17	26	-1	
4	1	134	1	1	0	1776	1957	17	26	-1	
5	1	134	1	1	1	1776	1957	17	26	96.663055	6
2	1	135	0	0	0	1851	1955	17	26	-1	
3	1	135	1	0	0	1851	1955	17	26	-1	
4	1	135	1	1	0	1851	1955	17	26	-1	
5	1	135	1	1	1	1851	1955	17	26	96.022346	7
2	1	136	0	0	0	1935	1957	17	26	-1	
3	1	136	1	0	0	1935	1957	17	26	-1	
4	1	136	1	1	0	1935	1957	17	26	-1	
5	1	136	1	1	1	1935	1957	17	26	96.092751	8
2	1	137	0	0	0	2013	1957	17	26	-1	
3	1	137	1	0	0	2013	1957	17	26	-1	
4	1	137	1	1	0	2013	1957	17	26	-1	
5	1	137	1	1	1	2013	1957	17	26	93.026047	9
2	1	138	0	0	0	2089	1957	37	26	-1	
3	1	138	1	0	0	2089	1957	37	26	-1	
4	1	138	1	1	0	2089	1957	37	26	-1	
5	1	138	1	1	1	2089	1957	37	26	97.000198	10
2	1	139	0	0	0	2157	1957	30	26	-1	
3	1	139	1	0	0	2157	1957	30	26	-1	
4	1	139	1	1	0	2157	1957	30	26	-1	
5	1	139	1	1	1	2157	1957	30	26	96.646248	11
2	1	140	0	0	0	2232	1957	36	26	-1	
3	1	140	1	0	0	2232	1957	36	26	-1	
4	1	140	1	1	0	2232	1957	36	26	-1	
5	1	140	1	1	1	2232	1957	36	26	96.921425	12
2	1	141	0	0	0	2316	1957	35	26	-1	
3	1	141	1	0	0	2316	1957	35	26	-1	
4	1	141	1	1	0	2316	1957	35	26	-1	
5	1	141	1	1	1	2316	1957	35	26	96.916107	13
2	1	142	0	0	0	2396	1957	36	26	-1	
3	1	142	1	0	0	2396	1957	36	26	-1	
4	1	142	1	1	0	2396	1957	36	26	-1	
5	1	142	1	1	1	2396	1957	36	26	96.916290	14
2	1	143	0	0	0	2475	1957	35	26	-1	
3	1	143	1	0	0	2475	1957	35	26	-1	
4	1	143	1	1	0	2475	1957	35	26	-1	
5	1	143	1	1	1	2475	1957	35	26	96.961746	15
2	1	144	0	0	0	2553	1957	35	26	-1	
3	1	144	1	0	0	2553	1957	35	26	-1	
4	1	144	1	1	0	2553	1957	35	26	-1	
5	1	144	1	1	1	2553	1957	35	26	97.004967	16
2	1	145	0	0	0	2631	1957	36	26	-1	
3	1	145	1	0	0	2631	1957	36	26	-1	
4	1	145	1	1	0	2631	1957	36	26	-1	
5	1	145	1	1	1	2631	1957	36	26	96.932701	17
2	1	146	0	0	0	2712	1957	36	26	-1	
3	1	146	1	0	0	2712	1957	36	26	-1	
4	1	146	1	1	0	2712	1957	36	26	-1	
5	1	146	1	1	1	2712	1957	36	26	96.945961	18
2	1	147	0	0	0	2794	1957	183	26	-1	
3	1	147	1	0	0	2794	1957	183	26	-1	
4	1	147	1	1	0	2794	1957	183	26	-1	
5	1	147	1	1	1	2794	1957	36	26	56.840858	19)
5	1	147	1	1	2	2871	1957	38	26	93.141212	20)
5	1	147	1	1	3	2945	1957	32	26	95.523636	21
2	1	148	0	0	0	3027	1957	37	26	-1	
3	1	148	1	0	0	3027	1957	37	26	-1	
4	1	148	1	1	0	3027	1957	37	26	-1	
5	1	148	1	1	1	3027	1957	37	26	96.926552	22
2	1	149	0	0	0	920	1983	116	20	-1	
3	1	149	1	0	0	920	1983	116	20	-1	
4	1	149	1	1	0	920	1983	116	20	-1	
5	1	149	1	1	1	920	1983	116	20	96.377686	DETAILS
2	1	150	0	0	0	608	2023	172	20	-1	
3	1	150	1	0	0	608	2023	172	20	-1	
4	1	150	1	1	0	608	2023	172	20	-1	
5	1	150	1	1	1	608	2023	97	20	91.782845	EYENG
5	1	150	1	1	2	717	2023	63	20	96.527275	MRO
2	1	151	0	0	0	1366	2044	282	3	-1	
3	1	151	1	0	0	1366	2044	282	3	-1	
4	1	151	1	1	0	1366	2044	282	3	-1	
5	1	151	1	1	1	1366	2044	202	3	13.667557	ee
2	1	152	0	0	0	212	2023	242	26	-1	
3	1	152	1	0	0	212	2023	242	26	-1	
4	1	152	1	1	0	212	2023	242	26	-1	
5	1	152	1	1	1	212	2023	86	26	92.125664	EYEng
5	1	152	1	1	2	310	2023	75	20	96.239532	EASA
5	1	152	1	1	3	394	2023	60	20	96.387314	DOA
2	1	153	0	0	0	901	2022	152	26	-1	
3	1	153	1	0	0	901	2022	152	26	-1	
4	1	153	1	1	0	901	2022	152	26	-1	
5	1	153	1	1	1	901	2022	86	26	92.395454	EYEng
5	1	153	1	1	2	999	2022	54	20	96.955147	EPA
2	1	154	0	0	0	1167	2028	168	26	-1	
3	1	154	1	0	0	1167	2028	168	26	-1	
4	1	154	1	1	0	1167	2028	168	26	-1	
5	1	154	1	1	1	1167	2028	168	26	96.550003	REVISION
2	1	155	0	0	0	1679	2045	443	4	-1	
3	1	155	1	0	0	1679	2045	443	4	-1	
4	1	155	1	1	0	1679	2045	443	4	-1	
5	1	155	1	1	1	1679	2046	51	3	28.800751	en
5	1	155	1	1	2	1758	2046	52	3	28.680527	ee
5	1	155	1	1	3	1840	2046	51	3	26.190842	ees
5	1	155	1	1	4	1992	2045	51	3	22.261406	os
2	1	156	0	0	0	2152	2045	338	3	-1	
3	1	156	1	0	0	2152	2045	338	3	-1	
4	1	156	1	1	0	2152	2045	338	3	-1	
5	1	156	1	1	1	2152	2045	208	3	13.741302	Ss
2	1	157	0	0	0	2500	2044	573	4	-1	
3	1	157	1	0	0	2500	2044	573	4	-1	
4	1	157	1	1	0	2500	2044	573	4	-1	
5	1	157	1	1	1	2500	2045	21	3	32.595566	we
5	1	157	1	1	2	2533	2029	5	28	75.467667	|
5	1	157	1	1	3	2549	2044	51	3	46.569260	ee
5	1	157	1	1	4	2608	2029	10	28	49.285095	|
5	1	157	1	1	5	2628	2045	51	3	40.607967	es
5	1	157	1	1	6	2687	2029	10	28	63.388123	|
5	1	157	1	1	7	2709	2045	52	3	34.074364	es]
5	1	157	1	1	8	2789	2044	51	3	39.602207	ee
5	1	157	1	1	9	2861	2044	52	3	34.789955	es
5	1	157	1	1	10	2941	2044	51	3	44.142296	ee
5	1	157	1	1	11	3002	2029	8	28	55.781448	|
2	1	158	0	0	0	212	2066	246	26	-1	
3	1	158	1	0	0	212	2066	246	26	-1	
4	1	158	1	1	0	212	2066	246	26	-1	
5	1	158	1	1	1	212	2066	86	26	91.785957	EYEng
5	1	158	1	1	2	310	2066	79	20	91.858391	GCAA
5	1	158	1	1	3	399	2066	59	20	96.337517	DOA
2	1	159	0	0	0	608	2066	172	20	-1	
3	1	159	1	0	0	608	2066	172	20	-1	
4	1	159	1	1	0	608	2066	172	20	-1	
5	1	159	1	1	1	608	2066	97	20	91.891479	EYENG
5	1	159	1	1	2	717	2066	63	20	96.310516	MRO
2	1	160	0	0	0	878	2065	191	26	-1	
3	1	160	1	0	0	878	2065	191	26	-1	
4	1	160	1	1	0	878	2065	191	26	-1	
5	1	160	1	1	1	878	2065	85	26	91.899063	EYEng
5	1	160	1	1	2	976	2065	93	20	93.087021	UAEPA
2	1	161	0	0	0	608	2112	172	20	-1	
3	1	161	1	0	0	608	2112	172	20	-1	
4	1	161	1	1	0	608	2112	172	20	-1	
5	1	161	1	1	1	608	2112	97	20	91.665184	EYENG
5	1	161	1	1	2	717	2112	63	20	96.663620	MRO
2	1	162	0	0	0	922	2111	85	26	-1	
3	1	162	1	0	0	922	2111	85	26	-1	
4	1	162	1	1	0	922	2111	85	26	-1	
5	1	162	1	1	1	922	2111	85	26	92.258568	EYEng
2	1	163	0	0	0	212	2112	314	26	-1	
3	1	163	1	0	0	212	2112	314	26	-1	
4	1	163	1	1	0	212	2112	314	26	-1	
5	1	163	1	1	1	212	2112	86	26	92.756828	EYEng
5	1	163	1	1	2	310	2112	64	20	95.866638	MRO
5	1	163	1	1	3	385	2112	66	26	96.786682	(TPM
5	1	163	1	1	4	461	2112	65	26	96.778122	2-10)
2	1	164	0	0	0	2430	2139	1033	26	-1	
3	1	164	1	0	0	2430	2139	1033	26	-1	
4	1	164	1	1	0	2430	2139	1033	26	-1	
5	1	164	1	1	1	2430	2139	74	26	96.465836	LIST
5	1	164	1	1	2	2517	2139	47	26	96.745560	OF
5	1	164	1	1	3	2579	2139	203	26	95.405273	MATERIALS
5	1	164	1	1	4	2795	2139	53	26	95.405273	OR
5	1	164	1	1	5	2862	2139	93	26	96.437317	PART
5	1	164	1	1	6	2969	2139	74	26	95.834183	LIST
5	1	164	1	1	7	3056	2139	143	26	96.113052	SHEETS
5	1	164	1	1	8	3213	2139	250	26	96.278511	INFORMATION
2	1	165	0	0	0	211	2155	241	26	-1	
3	1	165	1	0	0	211	2155	241	26	-1	
4	1	165	1	1	0	211	2155	241	26	-1	
5	1	165	1	1	1	211	2155	86	26	91.550148	EYEng
5	1	165	1	1	2	309	2155	75	20	96.504196	EASA
5	1	165	1	1	3	393	2155	59	20	95.852432	DOA
2	1	166	0	0	0	542	2154	532	26	-1	
3	1	166	1	0	0	542	2154	532	26	-1	
4	1	166	1	1	0	542	2154	532	26	-1	
5	1	166	1	1	1	542	2155	97	20	92.723892	EYENG
5	1	166	1	1	2	651	2155	74	20	96.233543	EASA
5	1	166	1	1	3	727	2150	59	36	88.805046	Part
5	1	166	1	1	4	799	2150	63	36	30.961395	21G;
5	1	166	1	1	5	872	2154	86	26	90.436272	EYEng
5	1	166	1	1	6	970	2154	38	20	95.431610	PO
5	1	166	1	1	7	1019	2154	55	20	95.431610	EPA
2	1	167	0	0	0	212	2200	242	26	-1	
3	1	167	1	0	0	212	2200	242	26	-1	
4	1	167	1	1	0	212	2200	242	26	-1	
5	1	167	1	1	1	212	2200	86	26	91.798218	EYEng
5	1	167	1	1	2	310	2200	75	20	96.224655	EASA
5	1	167	1	1	3	394	2200	60	20	96.224655	DOA
2	1	168	0	0	0	608	2200	148	20	-1	
3	1	168	1	0	0	608	2200	148	20	-1	
4	1	168	1	1	0	608	2200	148	20	-1	
5	1	168	1	1	1	608	2200	148	20	96.339104	EXTERNAL
2	1	169	0	0	0	878	2199	55	20	-1	
3	1	169	1	0	0	878	2199	55	20	-1	
4	1	169	1	1	0	878	2199	55	20	-1	
5	1	169	1	1	1	878	2199	55	20	95.979141	EPA
2	1	170	0	0	0	989	2197	94	26	-1	
3	1	170	1	0	0	989	2197	94	26	-1	
4	1	170	1	1	0	989	2197	94	26	-1	
5	1	170	1	1	1	989	2197	94	26	74.073898	[GN3-ii]
2	1	171	0	0	0	1163	2206	182	26	-1	
3	1	171	1	0	0	1163	2206	182	26	-1	
4	1	171	1	1	0	1163	2206	182	26	-1	
5	1	171	1	1	1	1163	2206	119	26	96.223404	SHEET
5	1	171	1	1	2	1296	2206	49	26	95.353241	No.
2	1	172	0	0	0	1388	2206	10	26	-1	
3	1	172	1	0	0	1388	2206	10	26	-1	
4	1	172	1	1	0	1388	2206	10	26	-1	
5	1	172	1	1	1	1388	2206	10	26	94.794525	4
2	1	173	0	0	0	1461	2206	18	26	-1	
3	1	173	1	0	0	1461	2206	18	26	-1	
4	1	173	1	1	0	1461	2206	18	26	-1	
5	1	173	1	1	1	1461	2206	18	26	97.004883	2
2	1	174	0	0	0	1542	2206	17	26	-1	
3	1	174	1	0	0	1542	2206	17	26	-1	
4	1	174	1	1	0	1542	2206	17	26	-1	
5	1	174	1	1	1	1542	2206	17	26	96.181351	3
2	1	175	0	0	0	1617	2206	18	26	-1	
3	1	175	1	0	0	1617	2206	18	26	-1	
4	1	175	1	1	0	1617	2206	18	26	-1	
5	1	175	1	1	1	1617	2206	18	26	95.256783	4
2	1	176	0	0	0	1700	2206	17	26	-1	
3	1	176	1	0	0	1700	2206	17	26	-1	
4	1	176	1	1	0	1700	2206	17	26	-1	
5	1	176	1	1	1	1700	2206	17	26	96.860031	5
2	1	177	0	0	0	1776	2205	17	26	-1	
3	1	177	1	0	0	1776	2205	17	26	-1	
4	1	177	1	1	0	1776	2205	17	26	-1	
5	1	177	1	1	1	1776	2205	17	26	96.663055	6
2	1	178	0	0	0	212	2243	246	26	-1	
3	1	178	1	0	0	212	2243	246	26	-1	
4	1	178	1	1	0	212	2243	246	26	-1	
5	1	178	1	1	1	212	2243	86	26	91.124527	EYEng
5	1	178	1	1	2	310	2243	79	20	91.074036	GCAA
5	1	178	1	1	3	399	2243	59	20	96.290840	DOA
2	1	179	0	0	0	608	2243	148	20	-1	
3	1	179	1	0	0	608	2243	148	20	-1	
4	1	179	1	1	0	608	2243	148	20	-1	
5	1	179	1	1	1	608	2243	148	20	96.208694	EXTERNAL
2	1	180	0	0	0	878	2237	205	26	-1	
3	1	180	1	0	0	878	2237	205	26	-1	
4	1	180	1	1	0	878	2237	205	26	-1	
5	1	180	1	1	1	878	2242	95	20	88.299103	UAEPA
5	1	180	1	1	2	989	2237	94	26	88.109451	[GN3-ii]
2	1	181	0	0	0	1167	2277	168	26	-1	
3	1	181	1	0	0	1167	2277	168	26	-1	
4	1	181	1	1	0	1167	2277	168	26	-1	
5	1	181	1	1	1	1167	2277	168	26	96.609856	REVISION
2	1	182	0	0	0	1366	2289	282	3	-1	
